"","Local.authority","year","Places_Individual_owned","Places_Corporate_owned","Places_Unidentified_for_profit","Places_Local_Authority","Places_Third_sector","Places_Investment_owned","Places_LA_owned_company","Homes_Individual_owned","Homes_Corporate_owned","Homes_Unidentified_for_profit","Homes_Local_Authority","Homes_Third_sector","Homes_Investment_owned","Homes_LA_owned_company","out_of_area_per","out_of_area","net_gain","vacancy_rate_fte","child_rel_pov_n","under_19_population","rel_pov_per","Region.Country.name","median_house_price_detached","average_house_price_per_sq_m","X..of.white...aged.16.","Unemployment.rate...aged.16.64.","median_wage","claimant_count_rate","children_in_care","net_loss","occupancy_rate_fte","net_loss_same_year","All_homes","net_loss_lagged","net_loss_lead","LA_lagged","third_lagged","invest_lagged","all_lagged","ind_lagged","corp_lagged","residential_expenditure","Asylum_per","Asylum_no","all_change","third_change","la_change","invest_change","corp_change","ind_change"
"1094","READING",2021,12,0,3,0,12,0,0,3,0,1,0,2,0,0,"67","12","-6",31.9,"5817",38403,15.1472541207718,"South East",55,4641,79.2,4.4,17.52,5.2,17.910447761194,6,68.1,0.129773014917776,6,0.366806486686466,0.10014383094669,0,2,0,6,3,0,"8215718","7","19",0,0,0,0,0,0
"1095","READING",2022,17,0,3,0,12,0,0,4,0,1,0,2,0,0,"57","8","-5",27.8,"6779",39335,17.2340155078175,"South East",63.5,4641,79.4,4.8,19.56,3.6,14.0350877192982,5,72.2,0.10014383094669,7,0.129773014917776,0.189031382859949,0,2,0,6,3,0,"8819925","10","24",1,0,0,0,0,1
"1096","READING",2023,17,0,3,0,12,0,0,4,0,1,0,2,0,0,"70","14","-8",13.7,"7168",40041,17.9016508079219,"South East",64.75,4641,72.2,3.7,21.07,3.6,20,8,86.3,0.189031382859949,7,0.10014383094669,0.426064854628638,0,2,0,7,4,0,"10547946","14","34",0,0,0,0,0,0
"1097","READING",2024,17,0,3,0,12,0,0,4,0,1,0,2,0,0,"80","24","-16",16.3,NA,NA,NA,"South East",66.05,4641,70.3,2.6,22.51,4.2,30,16,83.7,0.426064854628638,7,0.189031382859949,NA,0,2,0,7,4,0,"14238664","11","29",0,0,0,0,0,0
"1098","REDBRIDGE",2014,16,18,0,0,8,0,0,3,4,0,0,2,0,0,"c","c","-1",NA,"12732",78627,16.1929108321569,"London",64.5,5463,NA,NA,15.22,2.1,NA,1,NA,-0.018372904937655,9,NA,-0.0480020889087413,NA,NA,NA,NA,NA,NA,"2403403.49",NA,NA,NA,NA,NA,NA,NA,NA
"1099","REDBRIDGE",2015,16,18,0,0,12,0,0,3,4,0,0,3,0,0,"c","c","0",25,"13371",79915,16.7315272477007,"London",59.5,5463,47.8,7.9,13.79,1.5,NA,0,75,-0.0480020889087413,10,-0.018372904937655,-0.433181480532862,0,2,0,9,3,4,"2791550",NA,NA,1,1,0,0,0,0
"1100","REDBRIDGE",2016,16,18,0,0,12,0,0,3,4,0,0,3,0,0,"c","c","13",25,"12920",80334,16.0828540841985,"London",70,5463,45.9,6.9,15.33,1.4,NA,-13,75,-0.433181480532862,10,-0.0480020889087413,-0.462810664503949,0,3,0,10,3,4,"2345850",NA,NA,0,0,0,0,0,0
"1101","REDBRIDGE",2017,16,18,0,0,12,0,0,3,4,0,0,3,0,0,"c","c","14",21.5,"14173",80264,17.6579786703877,"London",70.9,5463,42.9,6,14.07,1.3,NA,-14,78.5,-0.462810664503949,10,-0.433181480532862,-0.403552296561776,0,3,0,10,3,4,"2981086",NA,NA,0,0,0,0,0,0
"1102","REDBRIDGE",2018,16,24,0,0,8,0,0,3,5,0,0,2,0,0,"c","c","12",24.9,"12889",80520,16.0072031793343,"London",73.75,5463,45.2,6.3,13.5,1.3,NA,-12,75.1,-0.403552296561776,10,-0.462810664503949,-0.61095658435938,0,3,0,10,3,4,"3761284","13","28",0,-1,0,0,1,0
"1103","REDBRIDGE",2019,24,34,0,0,4,0,0,4,7,0,0,1,0,0,"c","c","19",23.9,"14538",80785,17.9959150832457,"London",75,5463,51.9,6.3,14.7,2.1,NA,-19,76.1,-0.61095658435938,12,-0.403552296561776,-0.936877608041328,0,2,0,10,3,5,"4033106","22","51",2,-1,0,0,2,1
"1104","REDBRIDGE",2020,29,42,0,0,7,0,0,6,9,0,0,2,0,0,"c","c","30",25,"12970",81034,16.0056272675667,"London",71.75,5463,48.4,3,16.08,7.3,NA,-30,75,-0.936877608041328,17,-0.61095658435938,-1.26279863172328,0,1,0,12,4,7,"4498728","22","52",5,1,0,0,2,2
"1105","REDBRIDGE",2021,36,43,0,0,7,0,0,7,9,0,0,2,0,0,"z","z","41",15.8,"12816",80375,15.9452566096423,"London",77.5,5463,40.4,4,14.36,7.2,NA,-41,84.2,-1.26279863172328,18,-0.936877608041328,-1.02576515995459,0,2,0,17,6,9,"4718942","17","41",1,0,0,0,0,1
"1106","REDBRIDGE",2022,33,49,15,0,7,0,0,6,11,0,0,2,0,0,"c","c","33",12.8,"14461",80907,17.8736079696442,"London",87.5,5463,41.1,8.5,15.86,4.5,NA,-33,87.2,-1.02576515995459,19,-1.26279863172328,-1.47020291952088,0,2,0,18,7,9,"4326069","21","61",1,0,0,0,2,-1
"1107","REDBRIDGE",2023,31,49,19,0,7,0,0,5,11,0,0,2,0,0,"c","c","48",15.3,"16648",81239,20.4926205393961,"London",89,5463,37.1,3.8,16.7,4.8,NA,-48,84.7,-1.47020291952088,18,-1.02576515995459,-1.82575312717392,0,2,0,19,6,11,"5402375","20","62",-1,0,0,0,0,-1
"1108","REDBRIDGE",2024,31,49,19,0,7,0,0,5,11,0,0,2,0,0,"c","c","60",18.7,NA,NA,NA,"London",110,5463,38.1,7.9,18.99,5.4,NA,-60,81.3,-1.82575312717392,18,-1.47020291952088,NA,0,2,0,18,5,11,"5885109","23","71",0,0,0,0,0,0
"1109","REDCAR AND CLEVELAND",2014,9,0,0,0,0,0,0,2,0,0,0,0,0,0,"c","c","-18",NA,"5794",29020,19.9655410062026,"North East",19.9,1302.33333333333,NA,NA,12.2,4.5,NA,18,NA,0.485323222570811,2,NA,0.33717730271538,NA,NA,NA,NA,NA,NA,"2776945",NA,NA,NA,NA,NA,NA,NA,NA
"1110","REDCAR AND CLEVELAND",2015,14,0,0,0,0,0,0,3,0,0,0,0,0,0,"c","c","-13",3,"6276",28998,21.6428719222015,"North East",18.995,1302.33333333333,99.4,8.3,12.87,3.4,NA,13,97,0.33717730271538,3,0.485323222570811,0.307548118744293,0,0,0,2,2,0,"2879640",NA,NA,1,0,0,0,0,1
"1111","REDCAR AND CLEVELAND",2016,14,0,0,0,0,0,0,3,0,0,0,0,0,0,"c","c","-12",3,"6652",28851,23.0563931926103,"North East",19.9973,1302.33333333333,98.2,9.4,11.77,3.8,NA,12,97,0.307548118744293,3,0.33717730271538,0.307548118744293,0,0,0,3,3,0,"2681931",NA,NA,0,0,0,0,0,0
"1112","REDCAR AND CLEVELAND",2017,14,0,0,0,0,0,0,3,0,0,0,0,0,0,"c","c","-12",7.1,"7422",28956,25.6319933692499,"North East",21.3995,1302.33333333333,98.8,7.6,13.02,3.8,NA,12,92.9,0.307548118744293,3,0.307548118744293,0.57421077448407,0,0,0,3,3,0,"3225471",NA,NA,0,0,0,0,0,0
"1113","REDCAR AND CLEVELAND",2018,16,1,0,0,0,0,0,4,1,0,0,0,0,0,"81","25","-21",15,"6661",28979,22.9856102695055,"North East",20.7998,1302.33333333333,98.7,4.7,12.91,3.3,30.8641975308642,21,85,0.57421077448407,5,0.307548118744293,0.277918934773207,0,0,0,3,3,0,"4853140","3","8",2,0,0,0,1,1
"1114","REDCAR AND CLEVELAND",2019,16,1,0,0,0,0,0,4,1,0,0,0,0,0,"c","c","-11",10.7,"8098",28872,28.0479357162649,"North East",22,1302.33333333333,98.6,5.8,12.81,4.1,NA,11,89.3,0.277918934773207,5,0.57421077448407,0.248289750802121,0,0,0,5,4,1,"5858671","3","10",0,0,0,0,0,0
"1115","REDCAR AND CLEVELAND",2020,25,1,0,0,0,0,0,6,1,0,0,0,0,0,"c","c","-10",2.2,"7120",28753,24.7626334643342,"North East",22.495,1302.33333333333,97.5,6.6,12.96,7.4,NA,10,97.8,0.248289750802121,7,0.277918934773207,0.159402198888862,0,0,0,5,4,1,"6493141","5","16",2,0,0,0,0,2
"1116","REDCAR AND CLEVELAND",2021,25,6,0,0,0,0,0,6,2,0,0,0,0,0,"c","c","-7",14.4,"7588",28582,26.5481771744455,"North East",23.1,1302.33333333333,98.9,4.5,13.2,6.2,NA,7,85.6,0.159402198888862,8,0.248289750802121,0.129773014917776,0,0,0,7,6,1,"7360219","5","17",1,0,0,0,1,0
"1117","REDCAR AND CLEVELAND",2022,20,5,0,0,0,0,0,5,1,0,0,0,0,0,"c","c","-6",18.9,"8660",28697,30.1773704568422,"North East",24.4725,1302.33333333333,98.8,4.7,13.64,4.2,NA,6,81.1,0.129773014917776,6,0.159402198888862,0.159402198888862,0,0,0,8,6,2,"7269364","7","24",-2,0,0,0,-1,-1
"1118","REDCAR AND CLEVELAND",2023,20,5,0,6,0,0,0,5,1,0,0,0,0,0,"c","c","-7",17.5,"8841",28910,30.5811138014528,"North East",26,1302.33333333333,97.3,3.5,14.67,4,NA,7,82.5,0.159402198888862,6,0.129773014917776,0.248289750802121,0,0,0,6,5,1,"12711926","5","20",0,0,0,0,0,0
"1119","REDCAR AND CLEVELAND",2024,20,5,0,6,0,0,0,5,1,0,0,0,0,0,"79","30","-10",19.3,NA,NA,NA,"North East",27.55,1302.33333333333,98.4,6.3,16.55,3.9,37.9746835443038,10,80.7,0.248289750802121,6,0.159402198888862,NA,0,0,0,6,5,1,"18802617","6","24",0,0,0,0,0,0
"1120","RICHMOND UPON THAMES",2014,0,0,0,2,0,0,0,0,0,0,1,0,0,0,"100","13","-12",NA,"2545",45183,5.63264944780116,"London",110,8938,NA,NA,14.95,1.2,13,12,NA,0.307548118744293,1,NA,0.366806486686466,NA,NA,NA,NA,NA,NA,"2140349.48",NA,NA,NA,NA,NA,NA,NA,NA
"1121","RICHMOND UPON THAMES",2015,0,2,0,2,0,0,0,0,1,0,1,0,0,0,"100","14","-14",12,"2492",45579,5.46743017617763,"London",125,8938,87.2,4.4,16.24,1,14,14,88,0.366806486686466,2,0.307548118744293,0.633469142426242,1,0,0,1,0,0,"1955880",NA,NA,1,0,0,0,1,0
"1122","RICHMOND UPON THAMES",2016,0,2,0,0,0,0,0,0,1,0,0,0,0,0,"100","23","-23",12,"2473",46243,5.34783642929741,"London",125,8938,88.2,4.4,16.21,1.1,23,23,88,0.633469142426242,1,0.366806486686466,0.396435670657552,1,0,0,2,0,1,"2951762",NA,NA,-1,0,-1,0,0,0
"1123","RICHMOND UPON THAMES",2017,0,2,0,0,0,0,0,0,1,0,0,0,0,0,"100","15","-15",NA,"2830",46510,6.08471296495377,"London",118.5,8938,87.1,5.8,16.06,1.2,15,15,NA,0.396435670657552,1,0.633469142426242,0.33717730271538,0,0,0,1,0,1,"3003877",NA,NA,0,0,0,0,0,0
"1124","RICHMOND UPON THAMES",2018,0,2,0,0,0,0,0,0,1,0,0,0,0,0,"c","c","-13",NA,"2410",46515,5.18112436848329,"London",135,8938,86.4,2.6,16.25,1.2,NA,13,NA,0.33717730271538,1,0.396435670657552,0.396435670657552,0,0,0,1,0,1,"2858795","22","23",0,0,0,0,0,0
"1125","RICHMOND UPON THAMES",2019,0,2,0,0,0,0,0,0,1,0,0,0,0,0,"100","15","-15",NA,"2818",46887,6.01019472348412,"London",135,8938,86.6,3.7,17.55,1.6,15,15,NA,0.396435670657552,1,0.33717730271538,0.514952406541897,0,0,0,1,0,1,"2451400","26","30",0,0,0,0,0,0
"1126","RICHMOND UPON THAMES",2020,0,2,0,0,5,0,0,0,1,0,0,1,0,0,"100","19","-19",NA,"2662",46609,5.7113433027956,"London",130.15,8938,84.1,2.2,17.69,4.4,19,19,NA,0.514952406541897,2,0.396435670657552,0.485323222570811,0,0,0,1,0,1,"3020340","20","24",1,1,0,0,0,0
"1127","RICHMOND UPON THAMES",2021,0,2,0,0,5,0,0,0,1,0,0,1,0,0,"c","c","-18",NA,"2438",45949,5.30588260897952,"London",159.75,8938,77.9,3.3,19.39,3.9,NA,18,NA,0.485323222570811,2,0.514952406541897,0.544581590512983,0,1,0,2,0,1,"4748464","16","21",0,0,0,0,0,0
"1128","RICHMOND UPON THAMES",2022,0,0,0,0,5,0,0,0,0,0,0,1,0,0,"c","c","-20",NA,"2821",46269,6.09695476452917,"London",166.6,8938,79.1,4.2,18.49,2.4,NA,20,NA,0.544581590512983,1,0.485323222570811,0.485323222570811,0,1,0,2,0,1,"5901029","20","26",-1,0,0,0,-1,0
"1129","RICHMOND UPON THAMES",2023,0,0,0,0,5,0,0,0,0,0,0,1,0,0,"100","18","-18",NA,"2892",46127,6.26964684458126,"London",165,8938,81,2.9,19.65,2.4,18,18,NA,0.485323222570811,1,0.544581590512983,0.426064854628638,0,1,0,1,0,0,"5681151","18","23",0,0,0,0,0,0
"1130","RICHMOND UPON THAMES",2024,0,0,0,0,5,0,0,0,0,0,0,1,0,0,"c","c","-16",NA,NA,NA,NA,"London",148.5,8938,82.4,5.3,22.34,2.3,NA,16,NA,0.426064854628638,1,0.485323222570811,NA,0,1,0,1,0,0,"8018721","18","20",0,0,0,0,0,0
"1131","ROCHDALE",2014,8,54,26,15,0,16,0,4,19,5,4,0,12,0,"67","26","30",NA,"15359",53621,28.6436284291602,"North West",19.575,1526.33333333333,NA,NA,10.64,3.1,38.8059701492537,-30,NA,-0.936877608041328,44,NA,-0.729473320243725,NA,NA,NA,NA,NA,NA,"7067567",NA,NA,NA,NA,NA,NA,NA,NA
"1132","ROCHDALE",2015,8,54,9,15,0,16,0,4,19,5,4,0,12,0,"74","25","23",7,"16364",53900,30.3599257884972,"North West",20.8995,1526.33333333333,82,6.9,10.74,2.7,33.7837837837838,-23,93,-0.729473320243725,44,-0.936877608041328,-0.966506792012414,4,0,12,44,4,19,"6447850",NA,NA,0,0,0,0,0,0
"1133","ROCHDALE",2016,8,56,7,20,0,16,0,4,20,5,5,0,12,0,"71","24","31",7,"16198",54397,29.7773774289023,"North West",20,1526.33333333333,82.7,7.8,11.01,2.9,33.8028169014084,-31,93,-0.966506792012414,46,-0.729473320243725,-0.936877608041328,4,0,12,44,4,19,"6832678",NA,NA,2,0,1,0,1,0
"1134","ROCHDALE",2017,8,59,4,14,0,16,0,4,21,3,3,0,12,0,"61","20","30",11.6,"18069",55343,32.6491155159641,"North West",22.1,1526.33333333333,77.8,7.5,11.44,3.1,32.7868852459016,-30,88.4,-0.936877608041328,43,-0.966506792012414,-0.996135975983501,5,0,12,46,4,20,"6384455",NA,NA,-3,0,-2,0,1,0
"1135","ROCHDALE",2018,8,59,0,14,0,16,0,4,21,0,3,0,12,0,"71","30","32",12,"17446",55747,31.2949575761924,"North West",23.5,1526.33333333333,81,6.4,11.54,2.9,42.2535211267606,-32,88,-0.996135975983501,40,-0.936877608041328,-0.670214952301552,3,0,12,43,4,21,"6275843","2","9",-3,0,0,0,0,0
"1136","ROCHDALE",2019,12,58,0,14,0,14,0,5,20,0,3,0,11,0,"75","43","21",9.5,"19697",56382,34.9349083040687,"North West",23.75,1526.33333333333,79.6,5.7,12.25,4.3,57.3333333333333,-21,90.5,-0.670214952301552,39,-0.996135975983501,-0.877619240099156,3,0,12,40,4,21,"9287155","4","22",-1,0,0,-1,-1,1
"1137","ROCHDALE",2020,12,58,0,14,0,17,0,5,20,0,3,0,13,0,"70","38","28",6.6,"17691",56878,31.1034143253982,"North West",25.295,1526.33333333333,78.1,5.1,12.3,8.7,54.2857142857143,-28,93.4,-0.877619240099156,41,-0.670214952301552,-0.61095658435938,3,0,11,39,5,20,"11339500","4","23",2,0,0,2,0,0
"1138","ROCHDALE",2021,8,58,0,14,0,17,0,3,20,0,3,0,13,0,"67","34","19",11.9,"19369",57311,33.7963043743784,"North West",27.6,1526.33333333333,82.1,5.7,13.19,7.8,50.7462686567164,-19,88.1,-0.61095658435938,39,-0.877619240099156,-1.23316944775219,3,0,13,41,5,20,"11002601","2","12",-2,0,0,0,0,-2
"1139","ROCHDALE",2022,8,58,0,14,0,17,0,3,20,0,3,0,13,0,"57","20","40",26.2,"21679",58419,37.1095020455674,"North West",29.5,1526.33333333333,78.6,4.3,13.2,6.1,35.0877192982456,-40,73.8,-1.23316944775219,39,-0.61095658435938,-0.936877608041328,3,0,13,39,3,20,"9658136","2","12",0,0,0,0,0,0
"1140","ROCHDALE",2023,8,58,1,14,0,17,0,3,20,0,3,0,13,0,"51","24","30",28.7,"22894",59320,38.5940660822657,"North West",32.4995,1526.33333333333,76.3,2.9,15.45,5.7,47.0588235294118,-30,71.3,-0.936877608041328,39,-1.23316944775219,-0.670214952301552,3,0,13,39,3,20,"9995458","2","13",0,0,0,0,0,0
"1141","ROCHDALE",2024,8,58,1,14,0,17,0,3,20,0,3,0,13,0,"56","33","21",12.7,NA,NA,NA,"North West",32.5,1526.33333333333,76.7,4.1,16.23,6.4,58.9285714285714,-21,87.3,-0.670214952301552,39,-0.936877608041328,NA,3,0,13,39,3,20,"15036145","2","14",0,0,0,0,0,0
